3,Table,9.284255
1,Face,12.004162
3,Table,8.506825
1,Face,12.725863
53,53,2.7E-05
5,Car,3.734921
6,Calculator,1.838291
7,Person,2.52788
5,Car,1.323806
3,Table,1.301025
5,Car,2.64167
55,55,0.296665
5,Car,5.859204
2,Book,3.833047
3,Table,4.408847
4,Computer,44.007548
5,Car,4.256339
6,Calculator,1.87474
2,Book,2.04384
4,Computer,8.581358
