2,Book,00:00:05.8768870
3,Table,00:00:23.5009520
5,Car,00:00:17.8159400
6,Calculator,00:00:03.7130310
7,Person,00:00:02.5278800
53,53,00:00:00.0000270
1,Face,00:00:24.7300250
55,55,00:00:00.2966650
4,Computer,00:00:52.5889060
